"Symbol","Security.Name","Data","Cap","Float"
"TRIP","TripAdvisor, Inc. - Common Stock","Y",7120,95.65
"TRMB","Trimble Inc. - Common Stock","Y",20370,248.97
"TRMD","TORM plc - Class A Common Stock","Y",666.13,74.07
"TRMK","Trustmark Corporation - Common Stock","Y",2090,56.88
"TRMT","Tremont Mortgage Trust - Common Shares of Beneficial Interest","Y",50.55,8.18
"TRNS","Transcat, Inc. - Common Stock","Y",371.91,6.97
"TROW","T. Rowe Price Group, Inc. - Common Stock","Y",40160,223.87
"TRS","TriMas Corporation - Common Stock","Y",1330,42.74
"TRST","TrustCo Bank Corp NY - Common Stock","Y",724.33,94.09
"TRUE","TrueCar, Inc. - Common Stock","Y",448.23,92.66
"TRUP","Trupanion, Inc. - Common Stock","Y",3120,37.35
"TRVG","trivago N.V. - American Depositary Shares","Y",1240,26.11
"TRVI","Trevi Therapeutics, Inc. - Common Stock","Y",46.61,12.18
"TRVN","Trevena, Inc. - Common Stock","Y",335.59,159.74
"TSBK","Timberland Bancorp, Inc. - Common Stock","Y",224.68,7.26
"TSC","TriState Capital Holdings, Inc. - Common Stock","Y",789.87,27.21
"TSCAP","TriState Capital Holdings, Inc. - Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd","Y",NA,NA
"TSCBP","TriState Capital Holdings, Inc. - Depositary Share, representing a 1/40th Interest in a Share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"TSCO","Tractor Supply Company - Common Stock","Y",20790,115.86
"TSEM","Tower Semiconductor Ltd. - Ordinary Shares","Y",3120,106.11
"TSHA","Taysha Gene Therapies, Inc. - Common Stock","Y",907.05,22.01
"TSLA","Tesla, Inc.  - Common Stock","Y",685940,770.38
"TSRI","TSR, Inc. - Common Stock","Y",16.12,1.04
"TTCF","Tattooed Chef, Inc. - Class A Common Stock","Y",1310,20.44
"TTD","The Trade Desk, Inc. - Class A Common Stock","Y",33800,41.78
"TTEC","TTEC Holdings, Inc. - Common Stock","Y",5010,18.21
"TTEK","Tetra Tech, Inc. - Common Stock","Y",7180,53.45
"TTGT","TechTarget, Inc. - Common Stock","Y",2090,24.92
"TTMI","TTM Technologies, Inc. - Common Stock","Y",1600,99.24
"TTNP","Titan Pharmaceuticals, Inc. - Common Stock","Y",22.5,8.49
"TTOO","T2 Biosystems, Inc. - Common Stock","Y",175.18,140.78
"TTWO","Take-Two Interactive Software, Inc. - Common Stock","Y",20920,113.16
"TURN","180 Degree Capital Corp. - Common Stock","Y",74.87,9.71
"TUSK","Mammoth Energy Services, Inc. - Common Stock","Y",224.57,34.9
"TVTY","Tivity Health, Inc. - Common Stock","Y",1150,41.41
"TW","Tradeweb Markets Inc. - Class A Common Stock","Y",16060,62.99
"TWIN","Twin Disc, Incorporated - Common Stock","Y",136.54,10.28
"TWNK","Hostess Brands, Inc. - Class A Common Stock","Y",2010,121.97
"TWOU","2U, Inc. - Common Stock","Y",2860,64.79
"TWST","Twist Bioscience Corporation - Common Stock","Y",6520,45.39
"TXG","10x Genomics, Inc. - Common Stock","Y",20550,72.01
"TXMD","TherapeuticsMD, Inc. - Common Stock","Y",465.76,266.15
"TXN","Texas Instruments Incorporated - Common Stock","Y",173770,917.9
"TXRH","Texas Roadhouse, Inc. - Common Stock","Y",6680,66.02
"TYHT","Shineco, Inc. - Common Stock","Y",18.11,2.48
"TYME","Tyme Technologies, Inc. - Common Stock","Y",240.38,106.55
"TZAC","Tenzing Acquisition Corp. - Ordinary Shares","Y",NA,NA
"TZOO","Travelzoo - Common Stock","Y",180.81,6.78
"UAL","United Airlines Holdings, Inc. - Common Stock","Y",17870,317.61
"UBCP","United Bancorp, Inc. - Common Stock","Y",85.1,5.19
"UBFO","United Security Bancshares - Common Stock","Y",134.71,13.34
"UBOH","United Bancshares, Inc. - Common Stock","Y",85.81,2.58
"UBSI","United Bankshares, Inc. - Common Stock","Y",4960,126.74
"UBX","Unity Biotechnology, Inc. - Common Stock","Y",295.57,48.13
"UCBI","United Community Banks, Inc. - Common Stock","Y",2910,85.73
"UCBIO","United Community Banks, Inc. - Depositary Shares each representing 1/1,000th interest in a share of Series I Non-Cumulative Preferred Stock","Y",NA,NA
"UCL","uCloudlink Group Inc. - American Depositary Shares","Y",281.4,0.26
"UCTT","Ultra Clean Holdings, Inc. - Common Stock","Y",2310,39.41
"UEIC","Universal Electronics Inc. - Common Stock","Y",778.37,13.15
"UEPS","Net 1 UEPS Technologies, Inc. - Common Stock","Y",309.6,52.84
"UFCS","United Fire Group, Inc - Common Stock","Y",828.66,20.66
"UFPI","UFP Industries, Inc. - Common Stock","Y",4840,59.71
"UFPT","UFP Technologies, Inc. - Common Stock","Y",368.83,6.82
"UG","United-Guardian, Inc. - Common Stock","Y",68.4,2.88
"UHAL","Amerco - Common Stock","Y",11710,8.94
"UIHC","United Insurance Holdings Corp. - Common Stock","Y",277.02,20.03
"ULBI","Ultralife Corporation - Common Stock","Y",135.63,15.41
"ULH","Universal Logistics Holdings, Inc. - Common Stock","Y",691.14,3.86
"ULTA","Ulta Beauty, Inc. - Common Stock","Y",18210,53.87
"UMBF","UMB Financial Corporation - Common Stock","Y",4490,43.05
"UMPQ","Umpqua Holdings Corporation - Common Stock","Y",3980,218.48
"UNAM","Unico American Corporation - Common Stock","Y",NA,NA
"UNB","Union Bankshares, Inc. - Common Stock","Y",144.26,3.53
"UNIT","Uniti Group Inc. - Common Stock","Y",2520,222.67
"UNTY","Unity Bancorp, Inc. - Common Stock","Y",215.31,7.49
"UONE","Urban One, Inc.  - Class A Common Stock","Y",23.53,NA
"UONEK","Urban One, Inc.  - Class D Common Stock","Y",110.71,20.96
"UPLD","Upland Software, Inc. - Common Stock","Y",1440,25.08
"UPWK","Upwork Inc. - Common Stock","Y",5960,110.49
"URBN","Urban Outfitters, Inc. - Common Stock","Y",3610,56.55
"URGN","UroGen Pharma Ltd. - Ordinary Shares","Y",404.87,19.36
"UROV","Urovant Sciences Ltd. - Common Stock","Y",NA,NA
"USAK","USA Truck, Inc. - Common Stock","Y",137.66,6.9
"USAP","Universal Stainless & Alloy Products, Inc. - Common Stock","Y",77.99,8.29
"USAU","U.S. Gold Corp. - Common Stock","Y",74.17,6.38
"USCR","U S Concrete, Inc. - Common Stock","Y",1090,15.8
"USEG","U.S. Energy Corp. - Common Stock","Y",18.05,3.71
"USIO","Usio, Inc. - Common Stock","Y",168.81,15.51
"USLM","United States Lime & Minerals, Inc. - Common Stock","Y",805.28,2.06
"USOI","Credit Suisse X-Links Crude Oil Shares Covered Call ETN","Y",NA,NA
"USWS","U.S. Well Services, Inc. - Class A Common Stock","Y",74.27,44.53
"UTHR","United Therapeutics Corporation - Common Stock","Y",8990,43.66
"UTMD","Utah Medical Products, Inc. - Common Stock","Y",319.04,3.38
"UTSI","UTStarcom Holdings Corp - Ordinary Shares","Y",47.7,10.96
"UVSP","Univest Financial Corporation - Common Stock","Y",803.09,28.6
"UXIN","Uxin Limited - American Depositary Shares","Y",336.29,220.17
"VALU","Value Line, Inc. - Common Stock","Y",296.57,0.95
"VBFC","Village Bank and Trust Financial Corp. - Common Stock","Y",62.36,0.54
"VBIV","VBI Vaccines, Inc. - Ordinary Shares","Y",716.31,178.59
"VBLT","Vascular Biogenics Ltd. - Ordinary Shares","Y",97.22,37.18
"VBTX","Veritex Holdings, Inc. - Common Stock","Y",1670,47.95
"VC","Visteon Corporation - Common Stock","Y",3310,27.62
"VCEL","Vericel Corporation - Common Stock","Y",2500,44.89
"VCNX","Vaccinex, Inc. - Common Stock","Y",66.52,18.27
"VCTR","Victory Capital Holdings, Inc. - Common Stock","Y",1930,15.92
"VCYT","Veracyte, Inc. - Common Stock","Y",3550,66.44
"VECO","Veeco Instruments Inc. - Common Stock","Y",1040,48.16
"VEON","VEON Ltd. - American Depositary Shares","Y",3100,907.87
"VERB","Verb Technology Company, Inc. - Common Stock","Y",71.23,38.38
"VERI","Veritone, Inc. - Common Stock","Y",811.69,25.69
"VERO","Venus Concept Inc.  - Common Stock","Y",103.02,30.67
"VERU","Veru Inc. - Common Stock","Y",699.38,54.52
"VERX","Vertex, Inc. - Class A Common Stock","Y",3340,24.81
"VERY","Vericity, Inc. - Common Stock","Y",160.27,1.91
"VFF","Village Farms International, Inc. - Common Shares","Y",885.11,68.84
"VG","Vonage Holdings Corp. - Common Stock","Y",3380,233.53
"VIAC","ViacomCBS Inc. - Class B Common Stock","Y",24890,552.32
"VIACA","ViacomCBS Inc. - Class A Common Stock","Y",NA,NA
"VIAV","Viavi Solutions Inc. - Common Stock","Y",3790,226.53
"VICR","Vicor Corporation - Common Stock","Y",3620,21.12
"VIE","Viela Bio, Inc. - Common Stock","Y",NA,NA
"VIOT","Viomi Technology Co., Ltd - American Depositary Shares","Y",551.08,30.32
"VIR","Vir Biotechnology, Inc. - Common Stock","Y",5870,109.35
"VIRC","Virco Manufacturing Corporation - Common Stock","Y",51.58,13.37
"VIRT","Virtu Financial, Inc. - Class A Common Stock","Y",6060,121.66
"VISL","Vislink Technologies, Inc. - Common Stock","Y",108.21,45.56
"VITL","Vital Farms, Inc. - Common Stock","Y",965.56,20.39
"VIVE","Viveve Medical, Inc. - Common Stock","Y",27.93,7.84
"VIVO","Meridian Bioscience Inc. - Common Stock","Y",999.9,42.87
"VJET","voxeljet AG - American Depositary Shares","Y",80.95,0.26
"VKTX","Viking Therapeutics, Inc. - Common Stock","Y",457.2,64.86
"VLDR","Velodyne Lidar, Inc. - Common Stock","Y",2610,69.92
"VLGEA","Village Super Market, Inc. - Class A Common Stock","Y",371.36,8.85
"VLY","Valley National Bancorp - Common Stock","Y",5620,395.09
"VLYPO","Valley National Bancorp - 5.5% Fixed to Floating Rate Series B Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"VLYPP","Valley National Bancorp - 6.25% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"VMAC","Vistas Media Acquisition Company Inc. - Class A Common Stock","Y",NA,NA
"VMD","Viemed Healthcare, Inc. - Common Shares","Y",373.06,35.06
"VNDA","Vanda Pharmaceuticals Inc. - Common Stock","Y",908.15,53.1
"VNET","21Vianet Group, Inc. - American Depositary Shares","Y",3850,106.73
"VNOM","Viper Energy Partners LP - Common Unit","Y",1120,59.11
"VOD","Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares","Y",51980,NA
"VOXX","VOXX International Corporation - Class A Common Stock","Y",425.62,14.88
"VRA","Vera Bradley, Inc. - Common Stock","Y",361.56,23.49
"VRAY","ViewRay, Inc. - Common Stock","Y",679.75,121.25
"VRCA","Verrica Pharmaceuticals Inc. - Common Stock","Y",376.13,10.85
"VREX","Varex Imaging Corporation - Common Stock","Y",896.49,38.95
"VRM","Vroom, Inc. - Common Stock","Y",5750,108.71
"VRME","VerifyMe, Inc. - Common Stock","Y",29.6,6.63
"VRNA","Verona Pharma plc - American Depositary Shares","Y",414.09,5.9
"VRNS","Varonis Systems, Inc. - Common Stock","Y",5870,33.47
"VRNT","Verint Systems Inc. - Common Stock","Y",3080,63.77
"VRRM","Verra Mobility Corporation - Class A Common Stock","Y",2300,131.51
"VRSK","Verisk Analytics, Inc. - Common Stock","Y",29810,160.42
"VRSN","VeriSign, Inc. - Common Stock","Y",23390,112.71
"VRTS","Virtus Investment Partners, Inc. - Common Stock","Y",1940,7.2
"VRTU","Virtusa Corporation - Common Stock","Y",NA,NA
"VRTX","Vertex Pharmaceuticals Incorporated - Common Stock","Y",57170,258.3
"VSAT","ViaSat, Inc. - Common Stock","Y",3280,65.86
"VSEC","VSE Corporation - Common Stock","Y",552.37,10.46
"VSTA","Vasta Platform Limited - Class A Ordinary Shares","Y",758.59,18.57
"VSTM","Verastem, Inc. - Common Stock","Y",465.24,164.4
"VTGN","VistaGen Therapeutics, Inc. - Common Stock","Y",294.62,109.42
"VTNR","Vertex Energy, Inc - Common Stock","Y",64.2,30.32
"VTRU","Vitru Limited - Common Shares","Y",329.54,17.47
"VTSI","VirTra, Inc. - Common Stock","Y",51.61,7.35
"VTVT","vTv Therapeutics Inc. - Class A Common Stock","Y",211.9,14.04
"VUZI","Vuzix Corporation - Common Stock","Y",1400,53.82
"VVPR","VivoPower International PLC - Ordinary Shares","Y",135.3,7.5
"VXRT","Vaxart, Inc. - Common Stock","Y",610.24,108.76
"VYGR","Voyager Therapeutics, Inc. - Common Stock","Y",174.2,31.69
"VYNE","VYNE Therapeutics Inc. - Common Stock","Y",268.49,41.84
"WABC","Westamerica Bancorporation - Common Stock","Y",1700,25.74
"WAFD","Washington Federal, Inc. - Common Stock","Y",2420,74.91
"WAFU","Wah Fu Education Group Limited - Ordinary Shares","Y",38.91,1.18
"WASH","Washington Trust Bancorp, Inc. - Common Stock","Y",882.37,16.91
"WATT","Energous Corporation - Common Stock","Y",188.73,41.61
"WB","Weibo Corporation - American Depositary Shares","Y",10990,56.91
"WBA","Walgreens Boots Alliance, Inc. - Common Stock","Y",46860,715.06
"WDAY","Workday, Inc. - Class A Common Stock","Y",62800,178.01
"WDC","Western Digital Corporation - Common Stock","Y",20860,304.58
"WDFC","WD-40 Company - Common Stock","Y",3460,13.46
"WEN","Wendy's Company (The) - Common Stock","Y",4980,206.52
"WERN","Werner Enterprises, Inc. - Common Stock","Y",3280,40.61
"WETF","WisdomTree Investments, Inc. - Common Stock","Y",960.4,109.68
"WEYS","Weyco Group, Inc. - Common Stock","Y",209.76,5.82
"WHF","WhiteHorse Finance, Inc. - Common Stock","Y",325.45,NA
"WHFBZ","WhiteHorse Finance, Inc. - 6.50% Notes due 2025","Y",NA,NA
"WHLM","Wilhelmina International, Inc. - Common Stock","Y",53.64,3.29
"WHLR","Wheeler Real Estate Investment Trust, Inc. - Common Stock","Y",40.18,7.38
"WHLRD","Wheeler Real Estate Investment Trust, Inc. - Series D Cumulative Preferred Stock","Y",NA,NA
"WHLRP","Wheeler Real Estate Investment Trust, Inc. - Series B Preferred Stock","Y",NA,NA
"WIFI","Boingo Wireless, Inc. - Common Stock","Y",622.06,42.55
"WILC","G. Willi-Food International,  Ltd. - Ordinary Shares","Y",323.64,3.34
"WIMI","WiMi Hologram Cloud Inc. - American Depositary Share","Y",497.7,30.72
"WINA","Winmark Corporation - Common Stock","Y",714.21,2.9
"WING","Wingstop Inc. - Common Stock","Y",4120,29.54
"WINT","Windtree Therapeutics, Inc. - Common Stock","Y",57.47,4.47
"WIRE","Encore Wire Corporation - Common Stock","Y",1490,19.8
"WISA","Summit Wireless Technologies, Inc. - Common Stock","Y",29.8,6.86
"WIX","Wix.com Ltd. - Ordinary Shares","Y",16300,54.67
"WKEY","WISeKey International Holding AG - American Depositary Shares","Y",91.07,6.42
"WKHS","Workhorse Group, Inc. - Common Stock","Y",1410,110.13
"WLDN","Willdan Group, Inc. - Common Stock","Y",468.33,11.28
"WLFC","Willis Lease Finance Corporation - Common Stock","Y",254.75,1.95
"WLTW","Willis Towers Watson Public Limited Company - Ordinary Shares","Y",30390,128.54
"WMG","Warner Music Group Corp. - Class A Common Stock","Y",19260,88.75
"WMGI","Wright Medical Group N.V. - Ordinary Shares","Y",NA,NA
"WNEB","Western New England Bancorp, Inc. - Common Stock","Y",202.73,22.86
"WORX","SCWorx Corp. - Common Stock","Y",15.77,8.19
"WPRT","Westport Fuel Systems Inc - Common Shares","Y",935.88,127.53
"WRLD","World Acceptance Corporation - Common Stock","Y",885.38,2.93
"WRTC","Wrap Technologies, Inc. - Common Stock","Y",NA,NA
"WSBC","WesBanco, Inc. - Common Stock","Y",2440,65.4
"WSBCP","WesBanco, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A","Y",NA,NA
"WSBF","Waterstone Financial, Inc. - Common Stock","Y",524.4,21.39
"WSC","WillScot Mobile Mini Holdings Corp. - Class A Common Stock","Y",6530,164.12
"WSFS","WSFS Financial Corporation - Common Stock","Y",2420,47.28
"WSG","Wanda Sports Group Company Limited - American Depositary Shares","Y",NA,NA
"WSTG","Wayside Technology Group, Inc. - Common Stock","Y",112.68,3.72
"WTBA","West Bancorporation - Common Stock","Y",411.89,14.71
"WTER","The Alkaline Water Company Inc. - Common Stock","Y",88.14,68.18
"WTFC","Wintrust Financial Corporation - Common Stock","Y",4370,56.86
"WTFCM","Wintrust Financial Corporation - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D","Y",NA,NA
"WTFCP","Wintrust Financial Corporation - Depositary Shares, Each Representing a 1/1,000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E","Y",NA,NA
"WTRE","Watford Holdings Ltd. - Common Shares","Y",694.16,17.64
"WTREP","Watford Holdings Ltd. - 8.25% Cumulative Redeemable Preference Shares","Y",NA,NA
"WTRH","Waitr Holdings Inc. - Common Stock","Y",309.27,97.83
"WVE","Wave Life Sciences Ltd. - Ordinary Shares","Y",294.76,39.95
"WVFC","WVS Financial Corp. - Common Stock","Y",30.27,1.41
"WVVI","Willamette Valley Vineyards, Inc. - Common Stock","Y",47.75,3.78
"WVVIP","Willamette Valley Vineyards, Inc. - Series A Redeemable Preferred Stock","Y",NA,NA
"WW","WW International, Inc.  - Common Stock","Y",1980,48.57
"WWD","Woodward, Inc. - Common Stock","Y",7700,59.38
"WWR","Westwater Resources, Inc. - Common Stock","Y",143.24,26.43
"WYNN","Wynn Resorts, Limited - Common Stock","Y",14680,105.39
"XAIR","Beyond Air, Inc. - Common Stock","Y",110.02,17.11
"XBIO","Xenetic Biosciences, Inc. - Common Stock","Y",16.83,7.79
"XBIT","XBiotech Inc. - Common Stock","Y",504.81,17.73
"XCUR","Exicure, Inc. - Common Stock","Y",152.81,66.88
"XEL","Xcel Energy Inc. - Common Stock","Y",37710,523.79
"XELA","Exela Technologies, Inc. - Common Stock","Y",111.98,48.75
"XELB","Xcel Brands, Inc - Common Stock","Y",36.51,7.05
"XENE","Xenon Pharmaceuticals Inc. - Common Shares","Y",814.8,23.58
"XENT","Intersect ENT, Inc. - Common Stock","Y",655.54,31.68
"XERS","Xeris Pharmaceuticals, Inc. - Common Stock","Y",244.2,47.02
"XFOR","X4 Pharmaceuticals, Inc. - Common Stock","Y",156.52,15.9
"XGN","Exagen Inc. - Common Stock","Y",281.27,9.2
"XLNX","Xilinx, Inc. - Common Stock","Y",31540,244.81
"XLRN","Acceleron Pharma Inc. - Common Stock","Y",7400,52.7
"XNCR","Xencor, Inc. - Common Stock","Y",2570,56.29
"XNET","Xunlei Limited - American Depositary Shares","Y",360.3,65.5
"XOMA","XOMA Corporation - Common Stock","Y",409.07,10.41
"XONE","The ExOne Company - Common Stock","Y",504.77,15.86
"XP","XP Inc. - Class A Common Stock","Y",21560,139.71
"XPEL","XPEL, Inc. - Common Stock","Y",1620,15.23
"XPER","Xperi Holding Corporation - Common Stock","Y",2200,104.3
"XRAY","DENTSPLY SIRONA Inc. - Common Stock","Y",14220,217.79
"XSPA","XpresSpa Group, Inc.  - Common Stock","Y",137.93,105.23
"XTLB","XTL Biopharmaceuticals Ltd. - American Depositary Shares","Y",16.96,5.14
"YGMZ","MingZhu Logistics Holdings Limited - Ordinary Shares","Y",49.8,3.09
"YGYI","Youngevity International, Inc. - Common Stock","Y",NA,NA
"YGYIP","Youngevity International, Inc. - 9.75% Series D Cumulative Redeemable Perpetual Preferred Stock","Y",NA,NA
"YI","111, Inc. - American Depositary Shares","Y",770.89,44.44
"YIN","Yintech Investment Holdings Limited - American Depositary Shares","Y",NA,NA
"YJ","Yunji Inc. - American Depository Shares","Y",436.43,33.48
"YMAB","Y-mAbs Therapeutics, Inc. - Common Stock","Y",1150,26.95
"YNDX","Yandex N.V. - Class A Ordinary Shares","Y",21320,308.34
"YORW","The York Water Company - Common Stock","Y",658.9,12.88
"YRCW","YRC Worldwide, Inc. - Common Stock","Y",NA,NA
"YTEN","Yield10 Bioscience, Inc.  - Common Stock","Y",49.19,3.68
"YTRA","Yatra Online, Inc. - Ordinary Shares","Y",147.73,52.44
"YVR","Liquid Media Group Ltd. - Common Shares","Y",31.92,8.61
"YY","JOYY Inc. - American Depositary Shares","Y",7740,54.91
"Z","Zillow Group, Inc. - Class C Capital Stock","Y",22060,NA
"ZAGG","ZAGG Inc - Common Stock","Y",NA,NA
"ZBRA","Zebra Technologies Corporation - Class A Common Stock","Y",26960,52.87
"ZCMD","Zhongchao Inc. - Class A Ordinary Shares","Y",34.56,12.19
"ZEAL","Zealand Pharma A/S - American Depositary Shares","Y",1390,32.87
"ZEUS","Olympic Steel, Inc. - Common Stock","Y",315.38,9.09
"ZG","Zillow Group, Inc. - Class A Common Stock","Y",33760,212.44
"ZGNX","Zogenix, Inc. - Common Stock","Y",1090,55.37
"ZGYH","Yunhong International - Class A Ordinary Shares","Y",NA,NA
"ZI","ZoomInfo Technologies Inc. - Class A Common Stock","Y",18400,69.23
"ZION","Zions Bancorporation N.A. - Common Stock","Y",9110,161.54
"ZIONL","Zions Bancorporation N.A. - 6.95% Fixed-to-Floating Rate Subordinated Notes due September 15, 2028","Y",NA,NA
"ZIONN","Zions Bancorporation N.A. - Depositary Shares each representing a 1/40th ownership interest in a share of Series H 5.75% Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"ZIONO","Zions Bancorporation N.A. - Depositary Shares each representing a 1/40th ownership interest in a share of Series G Fixed/Floating-Rate Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"ZIONP","Zions Bancorporation N.A. - Depositary Shares each representing a 1/40th ownership interest in a share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
